PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Source,Date,Metadata
AGRI_644,Agriculture,Livestock,"Government issued updates on North Rift anti-banditry operations, including arrests and livestock recovery, urging public cooperation.","Serikali ilitoa taarifa kuhusu operesheni za kupambana na ujambazi wa North Rift, ikiwa ni pamoja na kukamatwa na kurejesha mifugo, ikihimiza ushirikiano wa umma.","Eserikari yamanyetie abanto ba North Rift igoro yemeroberio yaye gotanga oboibi bwechiombe, abaibi babwatirwe nechiombe chianyorirwe na koiranigwa, na gosaba nga okobwaterana kobeo.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.809; promoted_from=EKEGUSIICORPUS_2870
AGRI_645,Agriculture,Livestock,Government reaffirmed its commitment to combating cattle rustling through intensified patrols in the North Rift.,Serikali ilithibitisha dhamira yake ya kupambana na wizi wa ng'ombe kupitia doria zilizoimarishwa katika Ufa wa Kaskazini.,Eserikari yaenekirie okwerwa kwaye gokora oboibi bwechiombe goetra obomongeria bwaye ase chipara nechinchera ase abaibi bagoetia chiombe chioboibi aaria ensemo ya North Rift.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.919; promoted_from=EKEGUSIICORPUS_2879
AGRI_646,Agriculture,Crop Production,KEPHIS boosts seed security at borders to prevent threats.,KEPHIS inaimarisha usalama wa mbegu kwenye mipaka ili kuzuia vitisho.,Ekeombe gia Kenya gesugurigete nechimbego chiogosimeka mogondo (KEPHIS) bagesire oborendi bwechimbego aaria chimbebe erio gotange okogoswa.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.909; promoted_from=EKEGUSIICORPUS_3151
AGRI_647,Agriculture,Crop Production,KEPHIS increases border surveillance to curb biosecurity risks.,KEPHIS huongeza ufuatiliaji wa mpaka ili kupunguza hatari za usalama wa viumbe.,Ekeombe keria gekorosia chimbusuro chiogosimeka na gochibaga (KEPHIS) kiagesire obomongeria ase chimbebe gotanga ogosoigwa gwechimbego chiapandia na gotanga amarwaire ase oboremi.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.938; promoted_from=EKEGUSIICORPUS_3160
AGRI_648,Agriculture,Livestock,Report biosecurity threats such as seed or livestock smuggling to KEPHIS or local authorities,Ripoti vitisho vya usalama wa viumbe hai kama vile magendo ya mbegu au mifugo kwa KEPHIS au mamlaka za mitaa,Manyia abagambi otari konyorwa igoro obokengeka bwogosoi chimbego chikorenta amairwaire ase oboremi bwaito gose amasingira buna chimbego chia pandia gose oboibi bwechiombe gochia ekeombe keria ekenene gia Kenya getenerete oborosia na obabagi bwechimbego (Kenya Plant Health Health Inspectorate Services (KEPHIS( gose abambi bebinyoro.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.918; promoted_from=EKEGUSIICORPUS_3200
AGRI_649,Agriculture,Crop Production,Expose forced labor in agriculture through undercover investigations.,Kufunua kazi ya kulazimishwa katika kilimo kupitia uchunguzi wa siri.,Asioria ogokorigwa emeremo otancheti ase oboremi goetera obotuki bwansense.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=nllb; qa_roundtrip=0.901; promoted_from=EKEGUSIICORPUS_3295
AGRI_650,Agriculture,Crop Production,"750 million into project Thiba Dam site assets handed over to Kirinyaga County Government as Waiguru promises to convert it into hospital Waiguru backs President Ruto's Broad Based Government, urges residents to resist divisive leaders Sagana Industrial City to support farmers, create 150,000 jobs, Waiguru says as Ruto pledges to inject Ksh.","Milioni 750 katika mali ya eneo la Bwawa la Thiba iliyokabidhiwa kwa Serikali ya Kaunti ya Kirinyaga huku Waiguru akiahidi kuibadilisha kuwa hospitali Waiguru anaunga mkono Serikali Mpana ya Rais Ruto, awataka wakazi kupinga viongozi wenye mgawanyiko Sagana Industrial City kusaidia wakulima, kuunda ajira 150,000, Waiguru anasema huku Ruto akiahidi kuingiza Ksh.","Chimirioni 750 chiabekirwe ase omoroberio mwamache o'Thiba Dam nebinto biaye bionsi biarwetwe gochia eserikari yekaonti ya Kirinyaga buna Waiguru arire aira koyeonchoreria koba enyagitari Waiguru nigo agisira eserikari yobaomo, agosaba abanainch kwanga siasa embe, na abarai bomochie omonene bwechifakitori o'Sagana gokonya abaremi, barosie amabaga emeremo 150,000, Waiguru nigo atebire ayio ekiagera Ruto otebire korwa chisiringi.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=azure; qa_roundtrip=0.693; promoted_from=EKEGUSIICORPUS_3367
AGRI_651,Agriculture,Crop Production,The Ministry of Agriculture has issued a directive requiring residents to submit comments on.,Wizara ya Kilimo imetoa agizo linalowataka wakaazi kuwasilisha maoni kuhusu.,Ewizara yoboremi yachikire okorwegwa bwebirengererio ase,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=azure; qa_roundtrip=0.921; promoted_from=EKEGUSIICORPUS_3464
AGRI_652,Agriculture,Crop Production,EACC appeals to farmers to support for community development.,EACC inatoa wito kwa wakulima kusaidia maendeleo ya jamii.,Ekeombe ekenene giokoringori chiumbu chingiya na obokurumi giasegetire amagenderero ase ebinyoro,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=azure; qa_roundtrip=0.867; promoted_from=EKEGUSIICORPUS_3468
AGRI_653,Agriculture,Crop Production,DCI calls upon farmers to attend for community development.,DCI inatoa wito kwa wakulima kuhudhuria maendeleo ya jamii.,Orosagia rwa obotukia yaboririe  abaremi gosanga amagenderero yebinyoro,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=azure; qa_roundtrip=0.9; promoted_from=EKEGUSIICORPUS_3484
AGRI_654,Agriculture,Crop Production,Public Service Commission warns farmers about during this period and urges them to attend.,Tume ya Utumishi wa Umma inawaonya wakulima kuhusu kipindi hiki na kuwahimiza wahudhurie.,Ekeombe kiobokoreri giesekari  yakureire abaremi gosanga amo ase ebiro binga buna ebiga,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=nllb; qa_roundtrip=0.912; promoted_from=EKEGUSIICORPUS_3490
AGRI_655,Agriculture,Livestock,Livestock PS urges administrators to inform residents of govt projects,Livestock PS inawahimiza wasimamizi kuwafahamisha wakazi wa miradi ya serikali,omoriki obotambe ase ewizara yobotugi obaboririe abagambi komanyia abanto bonsi amagenderero yeserekari.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=azure; qa_roundtrip=0.871; promoted_from=EKEGUSIICORPUS_3569
AGRI_656,Agriculture,Crop Production,Kenya Marine and Fisheries Research Institute (KMFRI) CEO Dr. James Mwaluma urges residents of the coastal region to plant mangroves and seagrass to boost Blue Carbon generation.,Mkurugenzi Mtendaji wa Taasisi ya Utafiti wa Bahari na Uvuvi ya Kenya (KMFRI) Dk. James Mwaluma anawataka wakazi wa eneo la pwani kupanda mikoko na nyasi za baharini ili kuongeza uzalishaji wa Blue Carbon.,omonene bwekeombe kiobotuki nobotugi bwenchinsu nabiria bigotoka ase amache ime Omonyagitari James Mwalumaosabire abamenyi baroche mbarabare gosimeke emete yechimoti namakendo erio gokonya ase okorenta embeo engiya.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=azure; qa_roundtrip=0.801; promoted_from=EKEGUSIICORPUS_3586
AGRI_657,Agriculture,Sustainable Farming,"Govt commissions boreholes in Habaswein, Wajir county. PS Ronoh urges residents to embrace irrigation farming","Serikali inaagiza visima huko Habaswein, kaunti ya Wajir. PS Ronoh anawahimiza wakazi kukumbatia kilimo cha umwagiliaji","Eserekari yachakirie bene ebisima ime ya Habaswein,ekaunti ya wajir. omoriki obotambe rono oboririe kobwata oboremi bwogosiarera ebimeri amache.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=azure; qa_roundtrip=0.868; promoted_from=EKEGUSIICORPUS_3592
AGRI_658,Agriculture,Crop Production,MALINDI COHESION CALLS Residents urged to be wary of politicians sowing seeds of discord Local leaders want action taken against politicians propagating hate,WITO WA MSHIKAMANO WA MALI Wakazi wahimizwa kuwa waangalifu na wanasiasa wanaopanda mbegu za mifarakano Viongozi wa mitaa wanataka hatua zichukuliwe dhidi ya wanasiasa wanaoeneza chuki,okoraria kwobomo ime ya malindi. abamenyi basabirwe kobagikeria baria bakorenta amang'ana yogoatananeka aseigo abarai baborie  abanasiasa bonsi koimekerigwa egetambokero kierichiko bonsi abagosimeka ogoatanananeka.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=azure; qa_roundtrip=0.728; promoted_from=EKEGUSIICORPUS_3604
AGRI_659,Agriculture,Crop Production,"CS joined learners in planting fruit trees to symbolize Kenya's commitment to a greener future. She urged citizens to take part in the national green agenda, noting that  œby planting today, we secure tomorrow. ","CS alijiunga na wajifunzaji katika kupanda miti ya matunda ili kufananisha uwajibikaji wa Kenya kwa wakati ujao ulio mzuri zaidi. Aliwasihi wananchi kushiriki katika ajenda ya kitaifa ya kijani kibichi, wakitaja kwamba œby wakipanda leo, sisi tuna hakika kesho.",omowasiri nabwateranete amo nabaorokigwq ase ogosimeka emete yamatunda buna enchera eyemo yokoenekia amanani kobao. naboigo kobaboria abamenyi koenekia ng'a korenda bare amanani ase enchera yogosimeka emete.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=opus; qa_roundtrip=0.327; promoted_from=EKEGUSIICORPUS_3631
AGRI_660,Agriculture,Crop Production,Ngimu Farm chairman urges preservation and upgrade of Kimorori Stadium for Kenol residents.,Mwenyekiti wa Chuo cha Ngumu ahimiza uhifadhi na maendeleo ya Stediamu ya Kimorori kwa wakazi wa Kenol.,omonyakerogo bwo omogondo omonene Ongimu orure okoboria gwokorenda nagokinia egetii gia kimorori ase abamenyi ba kenol.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=opus; qa_roundtrip=0.721; promoted_from=EKEGUSIICORPUS_3666
AGRI_661,Agriculture,Sustainable Farming,"The county government of Nyandarua urges farmers to undertake soil testing, following the signing of a Memorandum of Understanding with the Cereal Growers Association.","Serikali ya kaunti ya Nyandarua inawataka wakulima kufanya upimaji wa udongo, kufuatia kutiwa saini kwa Mkataba wa Makubaliano na Chama cha Wakulima wa Nafaka.",Eserekari yekaunti ya Nyandarua yarure okoboria gochia ase abaremi ase ensemo eyuo koenekia ng'a koira bare amaroba ase okoringorigwa bene nyuma yokorika amaigwano gati yabo nekeombe ekenene getenenerete chinyeke ime yense.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=azure; qa_roundtrip=0.861; promoted_from=EKEGUSIICORPUS_3752
AGRI_662,Agriculture,Agribusiness & Market Access,Kakamega MCAs urges farmers to stop using the subsidized fertilizer from the County Government for being sub-standard @KhendoBreaking,MCAs za Kakamega zinawataka wakulima kuacha kutumia mbolea ya ruzuku kutoka kwa Serikali ya Kaunti kwa kuwa chini ya kiwango @KhendoBreaking,Amabunge ase eserekari yekaunti ya kakamega barure okoboria gochia ase abaremi gotagora amoyo aria yeserekari akeirie amagori asengecho nigo atabwati obotobu boisaine. nakoba ayebirengo bianse.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=azure; qa_roundtrip=0.854; promoted_from=EKEGUSIICORPUS_3755
AGRI_663,Agriculture,Crop Production,Ministry of Agriculture encourages members of the public to submit comments on for community development.,Wizara ya Kilimo inawahimiza wananchi kuwasilisha maoni juu ya maendeleo ya jamii.,Ewisara yoboremi yarure ogosegeta ase abanto bonsi koenana amang'ana igoro yamagenderero ase ebinyoro.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Governance; qa_tool=azure; qa_roundtrip=0.832; promoted_from=EKEGUSIICORPUS_3768
AGRI_664,Agriculture,Crop Production,"Nairobi, Kenya May 2024. African continent has been asked to promote awareness to change to current scientific farming, with the aim of cutting down trees to pave way for food crop and reason thereof..","Jiji la Nairobi, Kenya, Mei 2024. Afrika imeombwa liendeleze ufahamu wa mabadiliko ili kuboresha kilimo cha kisayansi, kukiwa na lengo la kukata miti ili kupata mazao na sababu yayo.","Nairobi, Kenya, 2024: Orogongo rwa'Africa rwaboriigwe gosegeta obomanyi bwo'ogoonchoreria gochia sayansi yooboremi bwabono erengete okonacha emete korwa ase emegondo yendagera na engencho yobokoreri bwa....",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.771; promoted_from=EKEGUSIICORPUS_3802
AGRI_665,Agriculture,Livestock,To make smale scale farmers access market of their produce theough information sharing and exchange of their produce successfully. The goal is to promote both food crop and livestock.,Kuwafanya wakulima wa kiwango cha smale kupata soko la mazao yao unga wa habari kushiriki na kubadilishana mazao yao kwa mafanikio. Lengo ni kukuza mazao ya chakula na mifugo.,Kwororobia echiro ya abaremi bemegondo emeke na echiro yerigesa riabo goetera obobagi na oboererania bwerigesa riabo as oboikeranu. Ekerenga eke nigo kerengete gokinia ebotoki ase aboremi bwebimeri na etugo amo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.831; promoted_from=EKEGUSIICORPUS_3803
AGRI_666,Agriculture,Agribusiness & Market Access,"..farm produce, together with agibusiness sector, the market has a favour of oligopolistic dimension to attain their market needs..though there's pressure from large scale farmers, posing a challenge from reaching markets with their produce..",".. mazao ya shamba, pamoja na sekta ya Agibusiness, soko lina upendeleo wa mwelekeo wa oligopolistic kufikia mahitaji yao ya soko.. Ingawa kuna shinikizo kutoka kwa wakulima wakubwa, inaleta changamoto kufikia masoko na mazao yao..","…oboremi nerigesa, naboigo goikerania echiro yoboremi bwabo bwoboonchoreria nigo bamigire nabaremi bake bemegondo emenene na yabeire akong'u goikera echiro yerigesa riabo…..",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.451; promoted_from=EKEGUSIICORPUS_3804
AGRI_667,Agriculture,Crop Production,"All that's required in farming and growth, need support at the right time, to improve harvest, good prices for their produce as well as market..","Yote yanayohitajiwa katika kilimo na ukuzi, yanahitaji utegemezo kwa wakati ufaao, ili kuboresha mavuno, bei nzuri kwa ajili ya mazao yayo na vilevile soko.","Bionsi ebiganeirie as oboremi na obokoreri gokinia oboremi ebirengete obokonyi as chingaki chingiya erio gokinia rigesa, amagori amaya yerigesa riabo amo nechiro yerigesa riabo engiya erio…",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.745; promoted_from=EKEGUSIICORPUS_3805
AGRI_668,Agriculture,Crop Production,Farming via digital technology eases growth and increase yield & subsequent value and diverse benefits..,Kilimo kupitia teknolojia ya dijiti hurahisisha ukuaji na kuongeza mavuno na thamani inayofuata na faida anuwai..,"Oboremi goetera chisemi tekinorochia yegedichitari erio kwororobia okogendera na gokinia rigesa ase rigori rike, nkore nobuya ao ao…",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.833; promoted_from=EKEGUSIICORPUS_3806
AGRI_669,Agriculture,Crop Production,Digital cash transfer and knowledge and climate change information can help farming a great deal.,Uhamisho wa pesa za kidijitali na maarifa na taarifa za mabadiliko ya hali ya hewa zinaweza kusaidia kilimo sana.,Oboererania bwechibesa as embeo amo na chisemi chioboremi goeteratekinorochia yegedichitari borengete bobwata embeo egosaria rire nechisemi chinde na okobwaterana rio oboremi bobe oboikeranu kegima….,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.616; promoted_from=EKEGUSIICORPUS_3807
