Column1,Column2,Column3
HEA_01552,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free food safety outreach in Kisii County this January.
HEA_01553,Health,KEMSA launches an August awareness campaign on food safety across Siaya County.
HEA_01554,Health,Ministry of Health advises residents of Trans Nzoia County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01555,Health,Public notice: SHA (Social Health Authority) will host a free safe water storage outreach in Wajir County this March.
HEA_01556,Health,Kenya Medical Association advises residents of Murang'a County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01557,Health,Kenya Red Cross advises residents of Meru County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01558,Health,Public notice: KEMRI will host a free proper sanitation outreach in Taita-Taveta County this July.
HEA_01559,Health,Kenya Medical Association advises residents of Samburu County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01560,Health,Ministry of Health launches a November awareness campaign on hypertension awareness across Bomet County.
HEA_01561,Health,SHA (Social Health Authority) advises residents of Baringo County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01562,Health,Ministry of Health advises residents of Trans Nzoia County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01563,Health,Public notice: KEMSA will host a free safe water storage outreach in Taita-Taveta County this June.
HEA_01564,Health,Ministry of Health launches a September awareness campaign on diabetes screening across Nyamira County.
HEA_01565,Health,Ministry of Health - Reproductive Health Unit reminds the public in Wajir County about the importance of tobacco control for household wellbeing.
HEA_01566,Health,KEMRI advises residents of Nyandarua County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01567,Health,KEMSA reminds the public in Elgeyo-Marakwet County about the importance of hypertension awareness for household wellbeing.
HEA_01568,Health,Kenya Red Cross advises residents of Nairobi County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01569,Health,KEMSA reminds the public in Uasin Gishu County about the importance of hand hygiene for household wellbeing.
HEA_01570,Health,Public notice: Kenya Red Cross will host a free diabetes screening outreach in Machakos County this October.
HEA_01571,Health,Division of Disease Surveillance and Response advises residents of Vihiga County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01572,Health,Ministry of Health launches a March awareness campaign on food safety across Laikipia County.
HEA_01573,Health,Public notice: Kenya Medical Association will host a free tobacco control outreach in Migori County this April.
HEA_01574,Health,Kenya Medical Association reminds the public in Bungoma County about the importance of hand hygiene for household wellbeing.
HEA_01575,Health,CDC launches a January awareness campaign on proper sanitation across Tana River County.
HEA_01576,Health,Ministry of Health - Reproductive Health Unit advises residents of Turkana County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01577,Health,Kenya Red Cross launches an October awareness campaign on diabetes screening across Narok County.
HEA_01578,Health,Public notice: Kenya Medical Association will host a free safe water storage outreach in Homa Bay County this June.
HEA_01579,Health,KEMSA launches a March awareness campaign on hypertension awareness across Makueni County.
HEA_01580,Health,Division of Disease Surveillance and Response reminds the public in Baringo County about the importance of hand hygiene for household wellbeing.
HEA_01581,Health,Public notice: CDC will host a free proper sanitation outreach in Elgeyo-Marakwet County this March.
HEA_01582,Health,Division of Disease Surveillance and Response launches a March awareness campaign on diabetes screening across Kilifi County.
HEA_01583,Health,Public notice: Division of Disease Surveillance and Response will host a free proper sanitation outreach in Elgeyo-Marakwet County this May.
HEA_01584,Health,Public notice: CDC will host a free safe water storage outreach in Murang'a County this July.
HEA_01585,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free food safety outreach in Marsabit County this September.
HEA_01586,Health,Ministry of Health reminds the public in Tharaka-Nithi County about the importance of hand hygiene for household wellbeing.
HEA_01587,Health,KEMSA advises residents of Kilifi County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01588,Health,Ministry of Health - Reproductive Health Unit advises residents of Elgeyo-Marakwet County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01589,Health,Ministry of Health - Reproductive Health Unit launches a December awareness campaign on hypertension awareness across Turkana County.
HEA_01590,Health,Ministry of Health - Reproductive Health Unit reminds the public in Nakuru County about the importance of food safety for household wellbeing.
HEA_01591,Health,SHA (Social Health Authority) advises residents of Turkana County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01592,Health,Public notice: KEMSA will host a free hypertension awareness outreach in Isiolo County this December.
HEA_01593,Health,Public notice: KEMRI will host a free hypertension awareness outreach in Vihiga County this January.
HEA_01594,Health,Kenya Medical Association advises residents of Lamu County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01595,Health,Division of Disease Surveillance and Response launches a May awareness campaign on tobacco control across Kwale County.
HEA_01596,Health,Kenya Medical Association launches an October awareness campaign on hand hygiene across West Pokot County.
HEA_01597,Health,Public notice: KEMSA will host a free diabetes screening outreach in Kwale County this February.
