PSA_ID,Domain,English
EDU_02792,Education,TSC urges parents and teachers in Vihiga County to reach out to the child helpline 116.
EDU_02793,Education,State Department for Basic Education calls on the community in Kisii County to report any safety concerns to the school administration to keep schools safe.
EDU_02794,Education,State Department for Basic Education calls on the community in Narok County to report any safety concerns to the school administration to keep schools safe.
EDU_02795,Education,KICD urges parents and teachers in Kirinyaga County to support inclusive learning environments.
EDU_02796,Education,Notice: State Department for TVET launches an inclusion of learners with disabilities programme in schools across Tharaka-Nithi County.
EDU_02797,Education,Teachers Service Commission urges parents and teachers in Kericho County to report any safety concerns to the school administration.
EDU_02798,Education,KNEC urges parents and teachers in Busia County to report any safety concerns to the school administration.
EDU_02799,Education,Notice: Teachers Service Commission launches an anti-bullying measures programme in schools across Murang'a County.
EDU_02800,Education,State Department for TVET urges parents and teachers in Tharaka-Nithi County to support inclusive learning environments.
EDU_02801,Education,KMTC reminds schools in Siaya County to strengthen inclusion of learners with disabilities this April.
EDU_02802,Education,Notice: KICD launches an anti-bullying measures programme in schools across Marsabit County.
EDU_02803,Education,TSC calls on the community in Homa Bay County to support inclusive learning environments to keep schools safe.
EDU_02804,Education,Teachers Service Commission calls on the community in Isiolo County to support inclusive learning environments to keep schools safe.
EDU_02805,Education,TVET calls on the community in Baringo County to reach out to the child helpline 116 to keep schools safe.
EDU_02806,Education,State Department for TVET calls on the community in Nairobi County to report any safety concerns to the school administration to keep schools safe.
EDU_02807,Education,Ministry of Education calls on the community in Embu County to support inclusive learning environments to keep schools safe.
EDU_02808,Education,Notice: KICD launches a guidance and counselling services programme in schools across Nyandarua County.
EDU_02809,Education,TVET reminds schools in Tharaka-Nithi County to strengthen guidance and counselling services this February.
EDU_02810,Education,KUCCPS urges parents and teachers in Nairobi County to reach out to the child helpline 116.
EDU_02811,Education,Teachers Service Commission reminds schools in Nyamira County to strengthen inclusion of learners with disabilities this March.
EDU_02812,Education,Universities Fund urges parents and teachers in Kisii County to reach out to the child helpline 116.
EDU_02813,Education,State Department for Basic Education urges parents and teachers in Machakos County to support inclusive learning environments.
EDU_02814,Education,Notice: KMTC launches a guidance and counselling services programme in schools across Nairobi County.
EDU_02815,Education,Notice: KNEC launches a school infrastructure safety programme in schools across Kiambu County.
EDU_02816,Education,KMTC reminds schools in Kericho County to strengthen inclusion of learners with disabilities this October.
EDU_02817,Education,Notice: Universities Fund launches an anti-bullying measures programme in schools across Kajiado County.
EDU_02818,Education,Notice: Teachers Service Commission launches an inclusion of learners with disabilities programme in schools across Mombasa County.
EDU_02819,Education,Notice: State Department for TVET launches an inclusion of learners with disabilities programme in schools across Kitui County.
EDU_02820,Education,Universities Fund urges parents and teachers in Marsabit County to reach out to the child helpline 116.
EDU_02821,Education,State Department for Basic Education urges parents and teachers in Homa Bay County to support inclusive learning environments.
EDU_02822,Education,KNEC reminds schools in Nandi County to strengthen guidance and counselling services this October.
EDU_02823,Education,State Department for Basic Education calls on the community in Nandi County to reach out to the child helpline 116 to keep schools safe.
EDU_02824,Education,Teachers Service Commission urges parents and teachers in West Pokot County to support inclusive learning environments.
EDU_02825,Education,KUCCPS calls on the community in Kericho County to support inclusive learning environments to keep schools safe.
EDU_02826,Education,Notice: State Department for TVET launches an inclusion of learners with disabilities programme in schools across Nyeri County.
